Wrong Word,Count
gonna,2
learning,1
called,1
thank,1
look,1
key,1
draft,1
helping,1
friend,1
oops,1
think,1
like,1
making,1
first,1
buddy,1
oh,1
ram,1
daughter,1
billings,1
set,1
five,1
cents,1
balloon,1
two,1
gives,1
thanks,1
watching,1
